,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
215,Corporate Audit (Technology) Summer Analyst - 2024 - Singapore,"Bank of America
4.0",4.0,"1
What we’re looking for:
Penultimate year Undergraduate student with outstanding academic achievement
Major in Accounting, Finance, Information Technology or Business
Have basic understanding and knowledge of computer applications infrastructure or cyber security.
Effective verbal and written communication
Strong team player and client focused
Demonstrate energy and drive






Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good work life balance and learning"" (in 209 reviews)', '""great benefits package and time off"" (in 117 reviews)', '""Good pay and housing stipend"" (in 159 reviews)', '""Great comp and culture for a BB"" (in 140 reviews)', '""great people; very committed to you learning and getting to know the company/job"" (in 111 reviews)']","['""Bad work life balance occasionally"" (in 209 reviews)', '""there are no benefits and more over no growth"" (in 117 reviews)', '""Pay is low for what they expect"" (in 159 reviews)', '""bad culture, hire and fire at the drop of hat"" (in 140 reviews)', '""Some not great people."" (in 111 reviews)']",10000+ Employees,1904,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
216,Global Technology Summer Analyst (Developer) - 2024 - Singapore,"Bank of America
4.0",4.0,"1
What we’re looking for:
Penultimate year Undergraduate/Master’s student
Majoring in Computer Engineering, Computer Science, Information Systems or a related area
Strong programming foundation in OOP and knowledge of platforms such as UNIX, Windows, databases, Java, C, C++, C#, .NET and other technologies
Strong quantitative and analytical skills
Effective verbal and written communication
Being comfortable with change and able to adjust to changing demands and requirements







Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good work life balance and learning"" (in 209 reviews)', '""great benefits package and time off"" (in 117 reviews)', '""Good pay and housing stipend"" (in 159 reviews)', '""Great comp and culture for a BB"" (in 140 reviews)', '""great people; very committed to you learning and getting to know the company/job"" (in 111 reviews)']","['""Bad work life balance occasionally"" (in 209 reviews)', '""there are no benefits and more over no growth"" (in 117 reviews)', '""Pay is low for what they expect"" (in 159 reviews)', '""bad culture, hire and fire at the drop of hat"" (in 140 reviews)', '""Some not great people."" (in 111 reviews)']",10000+ Employees,1904,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
217,Research Analyst - Intern,"Emurgo Pte Ltd
3.6",3.6,"Company
Emurgo Pte Ltd
emurgo.io
Designation
Research Analyst - Intern
Date Listed
13 Sep 2023
Job Type
Entry Level / Junior Executive
Intern/TS
Job Period
Immediate Start, For At Least 6 Months
Profession
IT / Information Technology



Show More
Report",Employer Provided Salary:$1K - $2K,Singapore,3.3,3.3,2.8,2.7,3.7,"['""Good culture"" (in 6 reviews)', '""Huge growth opportunity and hot industry"" (in 3 reviews)', -1, -1, -1]","['""people are constantly leaving"" (in 4 reviews)', '""management is completely lost on what to do"" (in 3 reviews)', '""The office was far from city center"" (in 3 reviews)', -1, -1]",1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1
218,Cybersecurity Consultant,DCI CONSULTANTS PRIVATE LIMITED,-1,"Our client is a consultancy and training organisation headquartered in Singapore and with presence throughout Asia. Since our establishment in 2008, we assisted numerous clients across Asia in extracting maximum business benefits out of their technology investments.
its proud to be at the vanguard of the IT Service Management, GRC (Governance, Risk and Compliance), Project Management (Waterfall and Agile) and Security Management practices here in the Asia-Pacific.

Job Description: Cybersecurity Consultant
As a Cybersecurity Consultant, you will play a vital role in safeguarding our organization's digital assets and information systems against cyber threats and attacks. You will collaborate with various teams to identify vulnerabilities, develop robust security measures, and provide expert guidance to ensure the confidentiality, integrity, and availability of our sensitive data. Your in-depth knowledge of cybersecurity practices and technologies will contribute to maintaining a secure and compliant environment.





Show More
Report",Employer Provided Salary:$7K - $8K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
219,Analyst / Senior Analyst (Energy Technology),"Energy Market Authority
3.1",3.1,"What the role is
Energy powers our economy, lights up our city and connects us all. Join our team at the Energy Market Authority (EMA) in keeping Singapore's future alight and help us power tomorrow.

We are seeking dynamic & talented individuals to join us in the exciting energy sector - to ensure a reliable and secure energy supply, to promote effective competition in the energy market, and to develop a dynamic energy sector.

If you would like to be part of the team shaping Singapore's energy landscape, find out more about us now.
What you will be working on















Show More
Report",$60K - $96K (Glassdoor Est.),Singapore,2.9,3.0,2.8,2.5,2.8,"['""Good outlook of energy sector Good presentation and opportunities to meet stakeholders Good exposure to public sector"" (in 1 reviews)', '""Culture, people, decent salary, progression"" (in 1 reviews)', '""Leader gets things done and able to manage external stakeholders."" (in 1 reviews)', -1, -1]","['""Senior management flip flops at times"" (in 6 reviews)', '""May have OT Different culture for different departments Direction may not be v clear"" (in 3 reviews)', -1, -1, -1]",201 to 500 Employees,2001,Government,Energy & Utilities,"Energy, Mining, Utilities",Unknown / Non-Applicable
220,Business Analyst-Avaloq,"Tata Consultancy Services
3.9",3.9,"Job Description
Job Description:
Degree in Business Administration, Economics, Engineering, Computing or similar. Master recommended. English proficiency required
Strongly familiar with Avaloq Core Platform; Avaloq certification is a plus
Proven ability to work with stakeholders at all levels of seniority and effectively engage in discussions with senior management. In particular, demonstrated capability to collaborate with Legal, Compliance and Information Security teams (a good understanding of regulatory requirements is needed)
Expertise in conceptual modelling, ability to see the big picture and envision possible solutions and clear ability to provide concise, precise and managerial answers to a wide array of business related topics
Show More
Report",$61K - $84K (Glassdoor Est.),Singapore,3.7,3.1,4.0,3.3,3.9,"['""Good work life balance and Health policy"" (in 524 reviews)', '""Salary is good in this company"" (in 890 reviews)', '""Good Job Security and company policies"" (in 713 reviews)', '""Good work culture and ethics"" (in 383 reviews)', '""Good management and better place to work."" (in 232 reviews)']","['""No work life balance if you\'re developer"" (in 524 reviews)', '""Not challenging and less salary"" (in 890 reviews)', '""Maximum contract to Hire, No job security"" (in 713 reviews)', '""work culture is good and employee treating is good"" (in 383 reviews)', '""Bad management no body gets best"" (in 232 reviews)']",10000+ Employees,1968,Company - Public,Software Development,Information Technology,$10+ billion (USD)
221,SOC Analyst L2,"ENSIGN INFOSECURITY (CYBERSECURITY) PTE. LTD.
3.7",3.7,"Responsibilities
Monitor third party security feeds, forums, and mailing lists to gather information related to the client through automated means
Produce intelligence outputs to provide an accurate depiction of the current threat landscape and associated risk through the use of customer, community, and open source reporting
Produce actionable intelligence information for delivery to colleagues and customers in the form of technical reports, briefings, and data feeds
Review vulnerabilities advisories
Review and process threat intelligence reports
Perform detailed investigative works into all traffic anomalies against established, historical baselines of individual agencies. Reviewing and profiling the events of all monitored clients


Show More
Report",Employer Provided Salary:$3K - $6K,Singapore,3.2,3.4,3.3,3.0,3.0,"['""Decent pay but not industry standard Salary"" (in 13 reviews)', '""Easy to talk to management"" (in 9 reviews)', '""Colleagues are generally helpful"" (in 9 reviews)', '""Flexi Benefits for perm staff"" (in 6 reviews)', '""Many opportunities given to people who wants to do well"" (in 12 reviews)']","['""12 hour shift work with an average pay."" (in 13 reviews)', '""But when you asked management about literally anything at all, ""eh, i don\'t know that team very well"""" (in 9 reviews)', '""Micro management, junior colleagues, over promising and under delivering."" (in 9 reviews)', '""Not much opportunities to climb"" (in 12 reviews)', -1]",501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
222,Business Analyst (FinTech),"Philip Securities Pte Ltd.
3.5",3.5,"You are responsible to gather, analyse and formalize user’s business requirements and processes, evaluate the feasibility of implementation and manage the scope of projects. You will also help to manage and implement quality IT projects that are within the scope and ensure timely deliverables that conform to processes and standards. Your main responsibilities are as follows:
Work with cross-functional teams to deliver features and complex products.
Routinely collaborate with UX, IT team and product owner on multiple issues and decisions.
Author product requirements, flow documents and use cases and work across e-Business, Development team to ensure complete solutions are architected to cover Business needs and requirements.
Prioritize continuously in accordance with the understanding and validation of customer problems and needs.
Show More
Report",$43K - $46K (Glassdoor Est.),Singapore,3.2,3.0,3.2,2.9,3.9,"['""Good working environment with good colleague"" (in 5 reviews)', '""Good work life balance"" (in 3 reviews)', '""Additionally, the company offers attractive benefits such as yearly increments and bonuses, which are likely to meet or exceed your expectations."" (in 2 reviews)', -1, -1]","['""Benefits are substandard"" (in 2 reviews)', '""Little prospects/potential for career advancement"" (in 5 reviews)', '""Nonetheless, the company\'s attractive benefits, such as yearly increments and bonuses, are still likely to make the job worth considering."" (in 4 reviews)', -1, -1]",1 to 50 Employees,2014,Company - Private,Investment & Asset Management,Finance,$5 to $25 million (USD)
223,Senior Cyber Threat Intelligence Analyst,"LSEG (London Stock Exchange Group)
3.9",3.9,"LSEG Security Operations is a central function employing people, process and technology to continuously monitor and respond to cyber security incidents. Security Operations spans multiple domains including cyber threat intelligence, cyber threat detection, data loss prevention and cyber incident response.
This role sits within the Cyber Threat Intelligence (CTI) team and will provide proactive analysis of the risks to LSEG; help track current cyber threats; and develop and curate threat indicators to help improve the overall quality of LSEG’s defences.
Key responsibilities
Lead the research, development and implementation of detection rules based on a solid understanding of Cyber adversary TTPs (tactics, techniques and procedures).
Maintain comprehensive threat actor profiles for priority threat groups.
Assist with all aspects of threat intelligence management, including setting PIRs (Priority Intelligence Requirements), collection planning and capability development.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1698,Company - Public,Stock Exchanges,Finance,$2 to $5 billion (USD)
224,Compliance Analyst,HYPERSCAL SOLUTIONS PTE. LTD.,-1,"COMPANY DESCRIPTION
Kaplan is one of the world’s largest and most diverse education providers with over one million students globally. Headquartered in US, Kaplan is part of Graham Holdings (formerly The Washington Post Company) and is its largest subsidiary.
Kaplan in Singapore has students from over 35 countries and regions. As a Lifelong Integrated Learning Partner, we offer over 450 academic programmes for higher learning and professional certification courses for skills development, providing opportunities for individuals to always stay relevant. To date, these opportunities have benefitted over 95,000 graduates.
We have a diverse team of individuals dedicated to our mission to help individuals achieve their educational and career goals, and build futures, one success story at a time. Our core values – Opportunity, Knowledge, Support, Integrity and Results – help guide the way we work.












Please note that your application will be sent to and reviewed by the direct employer - Kaplan Higher Education Academy Pte Ltd
Show More
Report",Employer Provided Salary:$4K - $4K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
225,Systems Analyst (Software Quality Engineer),"Housing and Development Board
3.4",3.4,"What the role is
The mission of Housing & Development Board (HDB) is to provide affordable, quality housing and a great living environment where communities thrive. To achieve its mission, HDB aims to be data-driven to the core and adopt evidence-based decision making in developing better housing policies service, improving service delivery and optimising operations
We are seeking an experienced Software Quality Engineer to join our Quality Engineering Centre of Excellence. You will be responsible for ensuring the quality of our mission critical software products by designing and implementing test plans, preparing test data, identifying and reporting defects, and collaborating with multi-disciplinary teams to ensure timely delivery of high-quality software products.
What you will be working on
Design and implement comprehensive test plans, test cases, test data and test scripts to ensure the quality of software products.








Show More
Report",$52K - $94K (Glassdoor Est.),Singapore,3.0,3.7,3.4,3.3,3.4,"['""Pro family environment and good package and payouts for bonus"" (in 4 reviews)', '""Good colleagues, wide and challenging portfolio"" (in 3 reviews)', '""Tries to impart a good culture"" (in 2 reviews)', -1, -1]","['""Low pay."" (in 3 reviews)', '""Poor management and decision making."" (in 2 reviews)', -1, -1, -1]",5001 to 10000 Employees,1960,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable
226,System Analyst (FCCM),"OCBC Bank
3.6",3.6,"System Analyst (FCCM) - (230001W5)

Primary job functions:
The candidate will be responsible for working with a portfolio of internal users to gather user requirements, design, propose enhancement/project solution and delivered the approved solution which conform to the bank’s technology architecture guidelines, technology information security standard and IT management process.
Work closely with key stakeholders to gather requirements, design and propose solutions with follow-up to deliver application enhancements and projects.
Able to perform system impact assessment for given solution and ensure compliance to technology architecture standards, security policies and standard management processes of the organization.


Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1932,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
227,Business Process Analyst,"Philip Securities Pte Ltd.
3.5",3.5,"Responsibilities:
The Business Process Analyst will gain exposure to current “As-Is” processes and challenges. You will be required to develop insightful recommendations, develop automation/ paperless processes and work with stakeholders for new process implementation.You will drive process changes to enhance business operational efficiency. This opportunity is suitable for someone with a true passion for problem-solving and process improvements.
Key responsibilities include:
Identify business process inefficiencies, design and carry out enhancements.
Gather and analyse ‘As-Is’ specifications and map out ‘To-Be’ processes
Identify improvement opportunities and recommend new workflows/ processes.
Consult multiple stakeholders, subject matter experts as well as technical team on systems
Show More
Report",$35K - $45K (Glassdoor Est.),Singapore,3.2,3.0,3.2,2.9,3.9,"['""Good working environment with good colleague"" (in 5 reviews)', '""Good work life balance"" (in 3 reviews)', '""Additionally, the company offers attractive benefits such as yearly increments and bonuses, which are likely to meet or exceed your expectations."" (in 2 reviews)', -1, -1]","['""Benefits are substandard"" (in 2 reviews)', '""Little prospects/potential for career advancement"" (in 5 reviews)', '""Nonetheless, the company\'s attractive benefits, such as yearly increments and bonuses, are still likely to make the job worth considering."" (in 4 reviews)', -1, -1]",1 to 50 Employees,2014,Company - Private,Investment & Asset Management,Finance,$5 to $25 million (USD)
228,"Manager, Debt Capital Markets, Group Investment Banking","UNITED OVERSEAS BANK LIMITED
3.4",3.4,"About the Department
Product Specialisation (Investment Banking) - Debt Capital Markets is responsible for providing expert advice and knowledge to clients, in conjunction with relationship managers, sales, advisory, and other client facing staff, in their product specialization. Investment Banking covers activities related to financial advisory, capital raising, financing, and risk management services for corporations, governments, and financial institutions. Debt Capital Markets is responsible for Debt Capital Markets origination activities. Teams within Debt Capital Markets (DCM) are generally responsible for providing advice to clients on raising debt for acquisitions, refinancing of existing debt, or restructuring of existing debt. DCM groups will work with a client to organize borrowing and to help provide access to a global pool of investors who are looking for investment opportunities. May be involved in allocating securities to investors, pricing the issue (in conjunction with investment bankers), and managing the syndicate process.
Show More
Report",Employer Provided Salary:$5K - $9K,Singapore,3.3,3.5,3.3,3.1,2.9,"['""Colleagues are helpful and friendly"" (in 56 reviews)', '""Good work life balance"" (in 88 reviews)', '""Good pay and good experience"" (in 87 reviews)', '""Insurance benefits are good."" (in 45 reviews)', '""Good culture and something very useful skills to learn"" (in 51 reviews)']","['""Nice colleagues, good work life balance"" (in 56 reviews)', '""No work life balance as you have to meet client on weekends and after 5 for weekdays."" (in 88 reviews)', '""Low pay and lack of IT support"" (in 87 reviews)', '""Culture wise is a 50:50 thing."" (in 51 reviews)', -1]",10000+ Employees,1935,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD)
229,"Analyst, Technology Analyst (Singapore)","Nomura Asia
4.6",4.6,"Nomura Asia Singapore
Posted 5 days ago Permanent Competitive
Company overview
Nomura is a global financial services group with an integrated network spanning over 30 countries and regions. By connecting markets East & West, Nomura services the needs of individuals, institutions, corporates and governments through its three business divisions: Retail, Wholesale (Global Markets and Investment Banking), and Investment Management. Founded in 1925, the firm is built on a tradition of disciplined entrepreneurship, serving clients with creative solutions and considered thought leadership. For further information about Nomura, visit www.nomura.com .

Aon's Benefit Index ® , Nomura's benefits rank #1 amongst our competitors
About the Team:
The Information Technology (IT) division supports the dynamic financial business through the development of a strategic infrastructure for the Nomura offices across the globe. IT partners with the businesses to develop, implement and support sophisticated trading systems and middle, back office systems through the use of state of the art technology and risk management systems. We are developing new applications to implement truly cutting-edge standards and always staying at the forefront of technology and its applications for clients, partners, regulators and suppliers.

( ) is responsible for developing and managing trading, pricing, analytics, and research systems. These systems are used by trading desks across Credit, Rates, FX, Securitized Products, Prime and Equities groups to process trades. Our software is responsible for providing analytics and trading capabilities needed by our traders and clients in a highly complex and dynamic market. Our team has a strong relationship with the trading business and is committed to helping the firm achieve its business goals. The environment provides an ideal place to learn business processes and determine technology solutions to meet the business needs. Depending on the specific role, members of the team interact with technologists, traders or salespeople on a daily basis.
provides risk exposure profiling to the Risk Management business. RCT has a global footprint comprised across London, New York, Mumbai, Hong Kong, and Tokyo. Services and applications include; Market Risk, Credit Risk, and Operational Risk. Additional functions include creating tools to help the Risk business with new product and model validation.
team maintains software solutions used by the Wholesale Business and Corporate Services globally. The team provides application and systems support across a wide domain including and not limited to Finance, Risk, Equities, Futures & Options, Prime Services including financing, Derivatives, FX, Securitized Products, Operations, Core & Compliance, Infrastructure Tools and Technology Operations and User Helpdesk.
supports two major function with Nomura. It provides foundational architectural solutions for market and reference data that powers Nomura's business. This team is an integral part of Nomura that is responsible for developing and maintaining systems that manage acquisition and distribution of data for the entire organization including front office, middle office, back office, risk, finance and various AI based analytics systems.
It is responsible for supporting trade settlement and transaction processing technology platform. This team provides day-to-day support for the middle office, operations and regulatory users, and manages vendor and in-house applications. WO IT also owns the applications that provide trade settlement data services to other technology teams from Operations, Finance, Risk, Regulatory and Compliance.
covers Sales, Investment Banking and Reference Data Services technology applications. The team is responsible for delivering and managing applications across Investment banking division, Sales and provides entity data services globally across Nomura. By building out the client ecosystem, the team improves client services and franchise profitability by improving technology, agility and reducing operational risk.
is responsible for maintaining Nomura's Core Infrastructure IT platforms globally and ensuring operational stability within the environment. Working in close partnership with the Front Office and Support and Control functions, we create and deliver optimal Infrastructure solutions to support the firm's international business operations.
is responsible for delivering and supporting business applications to; Finance; Compliance; Human Resources; and the rest of the corporate areas. CTS plays an essential role in servicing the Firm's business needs and future direction by providing the appropriate solutions and capacity whilst also ensuring the ability of the Firm to report, monitor and supervise this business. Our mission is to provide innovative, cost efficient technology solutions to the Firm to underpin competitiveness, revenue generation and regulatory compliance.
facilitates the design and monitoring of policies and controls to allow Technology division to operate efficiently and effectively while ensuring technology risk and control requirements from Technology Management, Operational Risk, Internal and External Audit, Regulatory Bodies, Compliance, Legal and Risk controls are met.
develops the Cybersecurity framework and policies to safeguard Nomura's data and assets. IT Security has various functional pillars like Cybersecurity Governance and Risk, Security Architecture and Design, Cyber Threat Intelligence, Third Party Risk Management, Cyber Culture and Learning, Security Operations Centre (SOC) and Data Loss Prevention etc. to manage and maintain the cyber posture of the Nomura wholesale globally.








As a key member the candidate will


Nomura is committed to an employment policy of equal opportunities, and is fundamentally opposed to any less favourable treatment accorded to existing or potential members of staff on the grounds of race, creed, colour, nationality, disability, marital status, pregnancy, gender or sexual orientation.
:


Show More
Report",$65K - $90K (Glassdoor Est.),Singapore,4.2,4.5,4.7,4.7,4.8,"['""building events and social activities that help to build relationships and create a positive work environment."" (in 9 reviews)', '""As a technology company with around 100 employees, eFinancialCareers stands out for its commitment to supporting working parents and caring for its employees in general."" (in 6 reviews)', '""If you expect a clear defined career path, it may not suit you."" (in 6 reviews)', '""Great culture and team dynamics"" (in 7 reviews)', '""Good leadership and help from seniors"" (in 3 reviews)']","['""Unclear career paths and progression."" (in 6 reviews)', '""Some years of stagnation with the product and performance under previous leadership have meant that some relationships with customers are a bit fractured and less likely to engage."" (in 3 reviews)', -1, -1, -1]",51 to 200 Employees,2000,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
230,PeopleSoft Application Developer (Financial Management Modules),"CAPGEMINI SINGAPORE PTE. LTD.
4.0",4.0,"We are seeking a skilled and motivated PeopleSoft Application Developer to join our dynamic IT team. As a PeopleSoft Application Developer, you will play a pivotal role in designing, developing, testing, and maintaining PeopleSoft applications that support our organization's business processes and functions. Your expertise in PeopleSoft tools, technologies, and best practices will be essential in delivering high-quality solutions that meet the needs of our users.
Must Have:
PeopleSoft Application Developer with excellent knowledge in PeopleSoft Financials (GL/AP/AM/AR&BI).
Must have excellent hands-on experience in PeopleSoft development framework like Application Designer, Application Engine, SQR, Integration Broker, BI Publisher, XML Publisher & Reporting tools
Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,3.9,3.4,4.0,3.7,3.9,"['""If someone want a company with good infrastructure and company with full enjoyment than Capgemini which provide good work life balance"" (in 1536 reviews)', '""MNC and good salary and i like to work in MNC"" (in 1837 reviews)', '""Good work culture and good to have a settled life"" (in 1165 reviews)', '""Good Management: listen to your query and will solve if possible"" (in 871 reviews)', '""Good work environment and supportive"" (in 1806 reviews)']","['""Working in silos and no work life balance in few projects"" (in 1536 reviews)', '""for existing employees salary is less when compared to lateral hires and difference is too high."" (in 1837 reviews)', '""Poor work culture is what I felt"" (in 1165 reviews)', '""Bad management and not ready to listen employee concerns"" (in 871 reviews)', '""Good work environment, and best life check and balance."" (in 1806 reviews)']",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
231,APAC Senior Intelligence Analyst (Open Source),"Control Risks
3.6",3.6,"Control Risks is looking to hire a Senior Open Source Intelligence Analyst to support a premier client of ours. The Senior Open Source Intelligence Analyst will conduct research and provide intelligence to the Threat Assessment Management Services (TAMs) in a timely manner to support the investigation and mitigation of threatening incidents or behaviours. OSINT analysts also support Executive Protection and employee, facility, event safety and security by providing persistent situational awareness research and support.
Responsibilities include, but not limited to:

Assist the Open Source Intelligence Program Manager as required to fulfil project requirements, assist in task delegation, and provide quality control.
Review intelligence reports for grammatical and spelling errors as well as research and analysis quality.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""You learn a lot You interact with the best The company cares about your experience and isn\'t afraid to put their name behind you"" (in 5 reviews)', '""Good benefits, including private healthcare"" (in 3 reviews)', -1, -1, -1]","['""The management have no experience in managing people and are out of their depth."" (in 3 reviews)', '""Many team members are unhappy but feel they will be rewarded for their toil."" (in 4 reviews)', '""There were issues with a lack of respect and empathy on the team, causing team members to feel degraded and excluded."" (in 4 reviews)', -1, -1]",Unknown,1975,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
232,Senior Principal Engineer (Data Engineering),"National University of Singapore
4.1",4.1,"Date: 13 Sep 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
Drive requirements gathering workshops to study as-is systems and processes and identify gaps between proposed design and gathered requirements
Responsible for the high-level and detailed technical solution and design in adherence to data management and organization’s IT policies
Responsible for the design, development, testing and implementation of data integration and data management solutions
Show More
Report",$46K - $57K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good work life balance"" (in 14 reviews)', '""The academic working environment is quite enjoyable"" (in 13 reviews)', '""friendly colleagues"" (in 9 reviews)', '""Good professor and good benefit"" (in 7 reviews)', -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', -1, -1, -1, -1]",10000+ Employees,1905,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
233,Junior Data Analyst / Developer (Internship),HELIXTAP TECHNOLOGIES PRIVATE LIMITED,-1,"About the Company
Helixtap Technologies Pte. Ltd. is a Singapore headquartered technology firm focused on commodities data starting with rubber. We’re looking for a data analyst/jr data scientist to work with our team in rolling out and building out our product offering to customers within the commodities space.

Job Responsibilities
Data & Analytics
Assisting team members in gathering and processing raw data at scale






Show More
Report",$45K - $69K (Glassdoor Est.),Singapore,4.1,2.5,5.0,5.0,5.0,"['""Great working environment Small team, so you get to contribute more Team members are all friendly Get to handle your own projects"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",1 to 50 Employees,Company - Public,Unknown / Non-Applicable,-1,-1,-1
234,Application Support Engineer,"The Software Practice
4.5",4.5,"We're seeking proactive individuals with strong problem-solving skills for our Application Support Engineer Intern position. You'll be working on mission-critical web and mobile applications, ensuring their reliability, security, and future viability for our diverse clients.

Your role is vital in our product development process, including but not limited to, designing and implementing tests, debugging and communicating with relevant stakeholders. While we support your learning and growth, you should be tenacious and resourceful to tackle challenges and embrace new concepts independently. As an intern, potentially you will have the chance to progress your career in The Software Practice, pursuing a career path in project management.

Internship Duration: 6 months
Responsibilities



Show More
Report",-1,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
235,BUSINESS ANALYST,"Morpheus Consulting Pte Ltd
3.4",3.4,"Business Analyst
Morpheus Consulting specialize in providing solution for high volume transactional and performance application. We help our clients in plan, build and support their core online business. Our expertise in our networking, security, application design and consultation skills are reflected in our achievements and accolades. Our niche is providing customized solutions that provide flexibility and high throughput critical for a totally unique experience. We are looking for vibrant individuals who seek challenge and fun at work.
Job Descriptions
Elicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis; task and workflow analysis
Critically evaluate information gathered from multiple sources, reconcile conflicts, and decompose high-level information into details







Show More
Report",$42K - $61K (Glassdoor Est.),Queenstown Estate,3.4,3.5,3.2,3.4,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
236,ESG Business Analyst (12-month contract),"Tate Asia
3.5",3.5,"ESG Reporting Analyst (12-month contract)

SUMMARY

Our client is looking to add an ESG reporting specialist to support the team with gathering and interpreting data from various sources and turning it into information that is meaningful for their clients, improves their business & can affect business decisions.

REQUIREMENTS




Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
237,2024 Global Markets Summer Internship Program,"NOMURA
3.9",3.9,"Region 1
AEJ (Asia excluding Japan)
Division 1
Global Markets
Location 1
Singapore
Program type 1
Internship
Level 1
Analyst
Job description 1
Who we are
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",10000+ Employees,1925,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
238,APAC Head of Security Operations Center (Director),"Citi
3.9",3.9,"About Citi:
Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management.
As a bank with a brain and a soul, Citi creates economic value that is systemically responsible and in our clients’ best interests. As a financial institution that touches every region of the world and every sector that shapes your daily life, our Enterprise Operations & Technology teams are charged with a mission that rivals any large tech company. Our technology solutions are the foundations of everything we do from keeping the bank safe, managing global resources, and providing the technical tools our workers need to be successful to designing our digital architecture and ensuring our platforms provide a first-class customer experience. We reimagine client and partner experiences to deliver excellence through secure, reliable, and efficient services.
Technology
Information Security
Full time
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""good work life balance and not much stress"" (in 657 reviews)', '""Benefits and leaves are good"" (in 353 reviews)', '""Good salary and lot of holidays and leaves"" (in 598 reviews)', '""Good culture and not too busy"" (in 423 reviews)', '""People are great but the tech and admin are horrible"" (in 360 reviews)']","['""No work life balance and you have to learn by yourself."" (in 657 reviews)', '""Low pay on top of bad benefits"" (in 353 reviews)', '""Demanding workload and low salaries for people who don’t move around"" (in 598 reviews)', '""Culture is terrible"" (in 423 reviews)', '""very good employer and people are nice"" (in 360 reviews)']",10000+ Employees,1812,Company - Public,Investment & Asset Management,Finance,$10+ billion (USD)
