,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
452,.NET Developer,iPrime Consultants Pte Ltd,-1,"Candidate must be a Diploma or Degree holder
Languages: .NET, ASP.NET, VB.NET, HTML, XML, OOP, T-SQL, JavaScript, AJAX
Proficiency: Intuitive User Interface Design and Development.
Minimum 2 years of relevant experience
Applicant should be a Singapore citizen or hold a relevant residence status
Show More
Report",$50K - $95K (Glassdoor Est.),Geylang Serai,3.8,3.0,3.4,3.4,3.8,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
453,"IT Lead Engineer (Japanese speaking, Banking , Java, .Net, Oracle) - TK","PASONA SINGAPORE PTE. LTD.
3.8",3.8,"Job Responsibilities :
Conducting project management with assisting main Project Manager in Banking Application Development projects of change requests, enhancements and EOL.
Day to day application system maintenance such as 24*7 L2 support after receiving tickets from L1 support, monthly maintenance, etc.
Manage members and outsourcing vendors or service providers, when necessary, to complete all tasks as required and planned
Manage projects, including Asian regional projects and ensuring the completion of all processes and tasks as an assistant project manager
Support project manager, which includes resolving issues, controlling vendors/ resources/ schedules, and preparing reports to Management, the Bank and Head Office for approval if required
Review of design documents delivered from vendors











Show More
Report",Employer Provided Salary:$6K - $8K,Singapore,3.3,3.1,3.8,3.4,4.0,"['""Competitive benefits"" (in 1 reviews)', '""Great people to work with"" (in 1 reviews)', -1, -1, -1]","['""Long hours"" (in 1 reviews)', -1, -1, -1, -1]",51 to 200 Employees,1985,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD)
454,.NET Developers,ORB Software & Systems Pvt Ltd.,-1,"Responsible for developing / maintaining subsystems / modules independently with 2-3 members team.
Minimum 3+ years of software development experience with strong understanding of Microsoft Technologies including ASP.Net, Vb.Net, C#, MS SQL Server 2000/2005, Ajax, web services, Java Script, XML, SQL/PL SQL.
Well experienced in designing and developing multi-tier web applications using Microsoft .NET Technologies (asp.net, Vb.Net/ C#).
Exposure to software development life cycle and real time systems.
Expertise on working on Multi-tier Web Applications.
Analytical with good problem solving skills.
Apply: Send your resume indicating the job title to talent@orbsoft.com.sg
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
455,Frontend Developer,"SHIPSFOCUS
4.5",4.5,"Job Description:
You will be working with top shipping experts and a tech team to create features for shipping solutions. You will be responsible for front-end development creating web based UI and mobile applications.
Responsibilities:
Communicate, comprehend and work closely with Business and Backend to develop front-end UI
Work with product management, and development team to deliver code for applications
Write reusable code and libraries for future use
Take ownership in each module and its features from initial discussions through to release

Show More
Report",$30K - $84K (Glassdoor Est.),Queenstown Estate,4.5,4.5,4.5,4.5,4.5,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,2016,Company - Private,Shipping & Trucking,Transportation & Logistics,Unknown / Non-Applicable
456,Senior Infrastructure Engineer (Collab| M365| Cloud),"Morgan McKinley
4.1",4.1,"Job Summary
Singapore
Contract
JN -052023-1932586
Aug 25, 2023
Competitive
Job Description
Tech Job Opportunity! We are partnering with our esteemed client in the government sector to look for an experienced Infrastructure Engineer with solid experiences in Microsoft suite of products.

About The Role:

As a Senior Infrastructure Engineer, you will be part of team to implement and manage the group's Infrastructure and Services. You will work within a team of engineers with strong technical competency to conceptualise, implement and manage the infrastructure services and ensuring high levels of availability, performance and security across the group.

You will also collaborate with peers from other disciplines such as software developers, data engineers, UX Designers and Product Managers to design, develop and implement infrastructure products.

Responsibilities:
Requirements:
If you meet the job requirements, do apply now with your updated CV.

We regret to inform only shortlisted candidates would be contacted.

Sherry Ng

EA Licence No: 11C5502 | EAP Registration No: R22109486
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Really fantastic team and energy."" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]",501 to 1000 Employees,1988,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
457,"Group CoSec/Legal Counsel, Renewables Developer","SPACE EXECUTIVE PTE. LTD.
4.4",4.4,"A prominent developer in the renewable energy sector, with a focus on solar project management across the APAC region, is seeking a seasoned Company Secretary and Legal Counsel for their Singapore base. This role offers a unique opportunity to spearhead governance and legal tasks in a rapidly evolving industry.
For a chance to contribute to a green future, please email your CV to tlim@space-exec.com.
Key Responsibilities:
Lead company secretarial functions for the APAC region, liaising with teams in India.
Conduct directorial meetings, curate resolutions, and oversee governance initiatives.
Uphold statutory adherence across multiple entities and guide on governance duties.
Show More
Report",Employer Provided Salary:$9K - $12K,Singapore,4.5,4.4,4.4,4.4,4.2,"['""At Space, you are given the autonomy and flexibility to work and attack the market the way you want with the full support of the senior management team."" (in 4 reviews)', '""Strong commission structure."" (in 2 reviews)', '""Super training and comp"" (in 2 reviews)', -1, -1]","['""The management has changed and the firm has arguably seen better days."" (in 3 reviews)', '""Con is only 1 day WFH which is chosen by management"" (in 2 reviews)', -1, -1, -1]",1 to 50 Employees,2015,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD)
458,Java Developer,iPrime Consultants Pte Ltd,-1,"At least 3+ years of relevant work experience in developing WebSphere, WebSphere Portal, Web Services, Java and J2EE applications
Expert skills in J2EE development, WebSphere Portal Server and portlet development.
Intermediate administration skills for WAS, WPS and DB2
Should have good knowledge of the following technologies:
RAD
Hibernate
ANT
JavaScript
Web Services
Show More
Report",$66K - $150K (Glassdoor Est.),Geylang Serai,3.8,3.0,3.4,3.4,3.8,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
459,MS Dynamics CRM Developer,"Morgan McKinley
4.1",4.1,"Job Summary
Singapore
Contract
JN -062023-1939624
Aug 04, 2023
Competitive
Job Description
Multiple Openings - MS Dynamics CRM Developers

We are looking for MS Dynamics CRM Developers / Technical Leads to support one of our client projects. This role is a 12 months extendable contract role.

If you feel you have the right skills and experience for the role, please apply for this job with your updated CV.

Morgan McKinley Pte Ltd

EA License No: 11C5502

EA Registration Number: R1550061
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good Career growth"" (in 1 reviews)', '""Good Work culture"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",501 to 1000 Employees,1988,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
460,SAS Developer (Banking Risk Management),"D L RESOURCES PTE LTD
3.3",3.3,"Job Objectives
Application Development & Support - Risk Technology Development is responsible for the development, modification, maintenance, and support of all applications for the firm, including both internal and external products.
The Risk Technology Development focus specializes in the design, development, and support of systems within the Risk Management area. Works with technologies that support Balance Sheet Risk and Credit Risk management reporting, and providing solutions to assist monitoring and control of risk taken by functional groups.
The Technology function is responsible for activities related to the strategic direction and control of all information systems and technology capabilities, both internally and externally. Includes system design and programming, network planning, budget planning, database management, and computer operations.


Show More
Report",Employer Provided Salary:$4K - $10K,Singapore,2.8,2.2,2.5,2.5,2.6,"['""Salary is credited on time"" (in 5 reviews)', '""very good company very flexible"" (in 1 reviews)', '""Very responsible, able to ans to staff enquiry"" (in 1 reviews)', -1, -1]","['""Salary is lower than average"" (in 5 reviews)', '""Basic benefits is given by dl resources client"" (in 1 reviews)', -1, -1, -1]",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
461,BIM Admin/Coordinator,"CES_SALCON PTE. LTD.
4.0",4.0,"Job description:
To carry out day to day technical execution and administration works associated with coordination, set up, developing, checking and managing multidiscipline clash free 3D model using Revit/Navisworks
Maintain BIM 360 platform as project CDE and administration of databases for projects BIM deliverable requirements
Assist in preparation of shop drawings, as-built drawings, and construction drawings according to project requirements
Create software procedures for modelling, drafting, clash checking, progress measurement and report running as per project requirements
Create, maintain, and update project specific catalogues and specification for modelling (based on project standards and vendor information) and check catalogues integrity
Show More
Report",Employer Provided Salary:$3K - $5K,Singapore,3.7,4.0,4.0,3.7,4.0,"['No Pros have been reported by the Glassdoor community.', -1, -1, -1, -1]","['""Manual system, boss micro manage"" (in 1 reviews)', -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
462,"Frontend Engineer, TikTok CSP Singapore","TikTok
3.5",3.5,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

Team intro:
We are the TikTok R&D team responsible for the construction of TikTok's global Customer Service Platform, which includes various services for both B-end and C-end. We are also responsible for understanding user feedback content, including identifying user intentions, and applying large language models such as ChatGPT in intelligent conversations.


Qualifications


Preferred Qualification
Minimum 3 years relevant work experience from a large-scale internet business

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
463,Microsoft Power Platform Developer,"Recruit Express
3.2",3.2,"Singapore |
Posted: Sep 05, 2023
Responsibilities
Design and develop applications using Microsoft Power Platforms, including Power Apps, Power Automate, Power BI and Power Virtual Agents
Coordinate with customers to further understand business requirements and challenges
Provide documentation of functional/solution specifications/codes according to best practices
Configure and redesign standard workflows, dashboards, forms, views and develop standard or custom reports
Show More
Report",Employer Provided Salary:$4K - $5K,Singapore,3.1,3.2,3.3,3.2,3.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",201 to 500 Employees,1996,Company - Public,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
464,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
465,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
466,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
467,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
468,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
469,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
470,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
471,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
472,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
473,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
474,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
475,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
476,Java API Developer,"SCIENTE INTERNATIONAL PTE. LTD.
3.5",3.5,"Job Summary

Are you a Java API Developer who thrives in dynamic environments? Join our development team and bring your innovation to the table.
As a Java API Developer, you will play a key role in designing, implementing, and maintaining robust and scalable APIs that will empower our applications and services to interact seamlessly.
Your proficiency in Java programming, API design principles, and software development best practices will be vital in steering the accomplishments of our projects.

Mandatory Skill(s)







Show More
Report",Employer Provided Salary:$4K - $6K,Singapore,3.7,3.1,3.6,3.4,3.4,"['""Good salary in the market"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]",201 to 500 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
477,Senior Security Engineer (VAPT | Cloud),"Morgan McKinley
4.1",4.1,"Job Summary
Singapore
Contract
JN -042023-1931502
Aug 24, 2023
Competitive
Job Description
Tech Job Opportunity! We are partnering with our esteemed client in the government sector to look for an experienced Security Engineer to support government projects.

You will provide crucial enterprise level Infocomm Security expertise to secure the environment.

Responsibilities
Requirements
If you meet the job requirements, do apply with your updated CV.

We regret to inform only shortlisted candidates would be contacted.

Sherry Ng

EA Licence No: 11C5502 | EAP Registration No: R22109486
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Really fantastic team and energy."" (in 3 reviews)', '""A very good workplace with friendly people all around."" (in 1 reviews)', -1, -1, -1]","['""No health insurance."" (in 1 reviews)', '""salary comes on time and but they have their own calculations which sometimes goes wrong"" (in 1 reviews)', -1, -1, -1]",501 to 1000 Employees,1988,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
478,Software Engineer,"AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD
3.4",3.4,"Involvement in the creation of software processes, pipelines, and discipline.
Give constructive critique on the quality of the features of the product.
Display a high degree of discipline in following the software engineering processes.
Have the ability to own a feature from receiving the design spec, through system design and implementation.
Provide support for client integration with our products.

Requirement:
Experience building and deploying full-stack enterprise applications
Show More
Report",Employer Provided Salary:$5K - $10K,Singapore,3.4,3.2,3.5,3.4,3.6,"['""Good opportunity and experience gained during client project."" (in 2 reviews)', '""HR is also doing their best to improve employee happiness."" (in 1 reviews)', '""Great team spirit."" (in 1 reviews)', '""2. CEO has ambitious vision and show trust to competent staffs."" (in 1 reviews)', -1]","['""Sad to see good people leave because of burnout."" (in 2 reviews)', -1, -1, -1, -1]",51 to 200 Employees,1997,Company - Private,Education Support & Training Services,Education,$5 to $25 million (USD)
479,"Java JSP Developer, Associate/ Senior Associate, Technology Consulting","EY
3.9",3.9,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The Opportunity
We act as architects of digital change, helping our clients create innovative and effective solutions. Our teams are always client-focused and multi-disciplinary with a focus on digital problem solving. This is an exceptionally diverse role where you have the chance to make a real contribution to our business.

Your Key Responsibilities









Show More
Report",$50K - $68K (Glassdoor Est.),Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Unknown,Unknown / Non-Applicable,-1,-1,-1
480,Developer - SINGAPORE,CoreTRM,-1,"Due to rapid expansion and business needs, we are now looking for a Developer to help enhance and further develop our product.
Responsibilities
. Work with the development team in the architecture, design, development, code review, testing, and maintenance of CoreTRM, including improving the end user experience.
. Maintain and improve the code quality
. Design and implement scalable applications and services with continuous integration and deployment using the cloud
. Work on new features and enhancements
. Help the support centre when needed to resolve complex support issues
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
481,Software Engineer(Web)-030823,"AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD
3.4",3.4,"Email to: hr_admin@acpcomputer.edu.sg

We are seeking passionate software developers who thrive on end-to-end software delivery and are eager to explore new technologies. As a member of our cross-functional development team, you will be instrumental in ensuring the quality, automation, and user experience of the software we deliver.

Key Responsibilities:
Design and develop web frontend and backend applications, taking ownership of the software development process.






Show More
Report",Employer Provided Salary:$5K - $8K,Singapore,3.4,3.2,3.5,3.4,3.6,"['""Good opportunity and experience gained during client project."" (in 2 reviews)', '""HR is also doing their best to improve employee happiness."" (in 1 reviews)', '""Great team spirit."" (in 1 reviews)', '""2. CEO has ambitious vision and show trust to competent staffs."" (in 1 reviews)', -1]","['""Sad to see good people leave because of burnout."" (in 2 reviews)', -1, -1, -1, -1]",51 to 200 Employees,1997,Company - Private,Education Support & Training Services,Education,$5 to $25 million (USD)
482,Senior Software Engineer (Web Developer),"Singtel
3.9",3.9,"Senior Software Engineer (Web Developer)

Date: 14 Sep 2023
Location: Singapore, Singapore
Company: Singtel Group
At Singtel, our mission is to Empower Every Generation. We are dedicated to fostering an equitable and forward-thinking work environment where our employees experience a strong sense of Belonging, to make meaningful Impact and Grow both personally and professionally. By joining Singtel, you will be part of a caring, inclusive and diverse workforce that creates positive impact and a sustainable future for all.










Show More
Report",$48K - $75K (Glassdoor Est.),Singapore,3.8,3.5,3.7,3.6,3.7,"['""Work life balance is good"" (in 61 reviews)', '""Good salary"" (in 75 reviews)', '""Onboarding process was super smooth &amp; colleagues are friendly &amp; empathetic."" (in 55 reviews)', '""Good benefits and suitable for those with family"" (in 33 reviews)', '""Even though we are supposed to work as engineers, company outsource most of the task, we do management stuffs, good for management career only."" (in 38 reviews)']","['""No work life balance, sometimes night and weekend work"" (in 61 reviews)', '""Overall annual salary is Low."" (in 75 reviews)', '""Colleagues are mostly old people in my department."" (in 55 reviews)', '""Hierarchal Structure and some Benefits."" (in 33 reviews)', '""Poor management"" (in 38 reviews)']",10000+ Employees,1879,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
483,Engineer,"Singapore Technologies Engineering Ltd
3.1",3.1,"Date: 8 Sep 2023
Location: Singapore, SG
Company: ST Engineering Group
Software Engineer
Job Responsibilities:
Work in a team of diverse backgrounds to gather software requirements, conduct software design, implementation and testing
Execute full software development life cycle (SDLC)
Write well-designed, testable code in C++
Show More
Report",$50K - $66K (Glassdoor Est.),Singapore,2.9,2.7,2.8,2.6,3.4,"['""Good work life balance and well being"" (in 169 reviews)', '""retired from previous job so good place to learn from past experiences of others or find good colleagues"" (in 142 reviews)', '""That is a decent salary for a fresh grad start so not bad"" (in 204 reviews)', '""life balance (depends on the project and department), sometimes management allows you to try new things."" (in 118 reviews)', '""Slow paced, stable job with minimal career progression"" (in 171 reviews)']","['""No work life balance in recent years"" (in 169 reviews)', '""Your colleagues are probably here because they lack experience, got retrenched or are some contracted"" (in 142 reviews)', '""Low salary and shift job"" (in 204 reviews)', '""poor management and no direction of what to do for the workload that you have"" (in 118 reviews)', '""Slow career progression which I think is solely and mainly based on time spent in the company"" (in 171 reviews)']",10000+ Employees,1997,Company - Public,Commercial Equipment Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD)
484,Software Engineer,"Bondlinc
3.3",3.3,"(SINGAPORE)
RESPONSIBILITIES
Work as part of a scrum team, involved in the development of new product features, enhancements and support of the Bondlinc fixed income SaaS Platform. This includes frontend, backend, databases and other middleware components.
Be involved in various areas of product development using cloud native cutting edge technologies in application engineering, data engineering, AI/ML to build highly scalable, resilient and secure application architectures.
Use tools like Confluence, JIRA to create wikis, knowledgebase etc.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
485,Frontend Developer,"LYNEER CORP (SINGAPORE) PTE. LTD.
3.5",3.5,"Skillsets (Must have)
React development experience in functional and class-based components.
Experience in Python and Django for backend development
The candidate will support in-house analytics dashboard for IIG Fixed Income Multi Asset.
Minimum 4 years of experience
Skillsets (Good to have)
DevOps experience in Kubernetes, deployment and automation.
Show More
Report",Employer Provided Salary:$5K - $7K,Singapore,3.2,2.9,3.3,3.2,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]",201 to 500 Employees,2010,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
