,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
35,Software Engineering Internship – Summer 2024,"Hudson River Trading
4.3",4.3,"Please only apply to one job posting. We recommend you apply for the position/office you are most interested in. Upon review of your application, if your skill sets are better suited for another position, we will reach out and let you know. If you are interested in multiple offices, you will have the opportunity to indicate that below in the application questions.
HRT is seeking highly motivated full-time students for our software engineering summer internship program. We are looking for smart programmers who love to code, love to learn, and who can thrive in an entrepreneurial environment. At HRT, our engineers create and maintain critical technology and infrastructure that is integral to the success of our trading.
What to Expect
A hands-on introduction to all technical facets of software engineering in the algorithmic trading industry




Show More
Report",$100K - $121K (Glassdoor Est.),Singapore,4.1,4.7,3.9,4.2,3.7,"['""Great culture, great people and work"" (in 5 reviews)', '""Good company, great people, very open"" (in 8 reviews)', '""benefits are good."" (in 3 reviews)', '""good pay"" (in 3 reviews)', '""All details were transparent and clear."" (in 3 reviews)']","['""toxic and elitist culture where only people who graduate from well"" (in 5 reviews)', '""smart people, some of whom are too sure of their knowledge &amp; have to be right."" (in 8 reviews)', -1, -1, -1]"
36,Application Programmer,WORKLE PTE. LTD.,-1,"Job Duties:
Hands on Design, Develop & Support Enterprise, and Hybrid (cloud) Integration using TIBCO Active-Matrix Business Works 6.x, TIBCO Business Works Container Edition 2.x
Design and build high performance, resilient & hybrid integration solutions for on-premises & public cloud (AWS) deployments.
Independently drives tasks to successful completion through effective partnerships, customer interaction, and coordination.
Partner with teams to troubleshoot integration issues in cloud migration projects and resolve them with innovative solutions.
Maintains and supports the applications and technologies used by the development team.
Participates in customer/project meeting(s) for project definition, needs assessment and design review.
Show More
Report",Employer Provided Salary:$8K - $10K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
37,ERP Software Programmer,"HashMicro Pte Ltd
4.4",4.4,"Remote
Responsibilities:
Coordinating with development teams to determine application requirements.
Writing scalable code using Odoo Framework
Testing and debugging applications.
Analyze, design and optimize database structure.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Show More
Report",-1,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
38,Intern – Front End Programmer,"AZENDIAN
2.8",2.8,"Intern – Front End Programmer
Intern, Full-Time
Singapore
What We Do Matters
Azendian Solutions is an Artificial Intelligence, data science solutions and operations technology start-up, contributing to smart city solutions with a current focus on Education and the Built Environment. We also have a thriving data science consulting and system integration practice. We are expanding into new markets and domains. If you enjoy working for a visionary in a fast, dynamic environment and have what it takes to succeed, join us in our transformation and growth story.
Job Responsibilities
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
39,Nodejs Web Developer - Fleetnetics,"DewTouch Innovations Pte Ltd
2.8",2.8,"Fleetnetics empowers the rental, workshops and spare parts companies with the best in class automotive management platform, productivity services & connects them to their clients via our ecosystem.
If you are smart, hungry and not shy of hard work, you might get the chance to play a key role in web development for one of Singapore’s leading fleet management system. (http://www.fleetnetics.com)
Our customers rely on us to deliver the inteligence, technology and human expertise they need to find trusted answers.
Join our exciting, fast-growing international company, offering a friendly, informal and creative environment with many opportunities for personal and professional growth.
Get to know the Role:
Show More
Report",Employer Provided Salary:$2K - $5K,Geylang Serai,2.6,2.6,2.8,2.6,2.6,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
40,Programmer,"The Esplanade Co Ltd
3.8",3.8,"You will be required to plan and present programmes that will reflect the needs and aspirations of our multicultural and multilingual communities. To have an in-depth understanding that TECL's Programming Philosophy must embrace the audience and arts communities so as to ensure that the activities of the centre will become an integral part of Singapore's artistic and cultural scene.

Must strive to ensure that each programme presented at the Esplanade will be the best of its kind. To be the driving force in TECL's efforts to anticipate the trends in cultural evolution of an increasingly global community.

Key Responsibilities

Assist in developing and implementing standard operating policies and procedures/manuals for presentation and commissioning of arts performances and running of the department.




Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
41,Software Developer / IT Programmer,"Top Global Limited
4.5",4.5,"Responsibilities:
Develop and enhance products & software solutions, to meet the fast-changing market needs and expectations
Automate and streamline business processes through solutions development
Conduct solutions quality assurance testing based on given test plans
Provide technical support
Deep level analysis, troubleshooting and resolving technical issues in multiple application
Unit testing on programs developed or maintained
Requirements:
Minimum Diploma in Information Technology and/or Degree in Computer Science from recognized institution




Show More
Report",$36K - $108K (Glassdoor Est.),Singapore,3.5,4.0,4.0,3.5,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
42,Applications/Systems Programmer (Storage),"TRINITY CONSULTING SERVICES PTE. LTD.
4.1",4.1,"5 – 7 years’ work experience relevant to enterprise level Storage platforms in particular DELL/EMC ISILON, HPE XP7, 3PAR and Brocade Fabrics.
Should be a subject matter expert in specific or relevant
o SAN/NAS Administration / Solutions.
o Disaster recovery operations related to SAN/NAS solutions.
o SAN/NAS performance tuning and optimisation.
Experience supporting and troubleshooting medium to large scale, multi-site, enterprise SAN/NAS technology environments.
Experience on Storage capacity planning, performance analysis, monitoring, reporting.
Show More
Report",Employer Provided Salary:$7K - $11K,Singapore,3.8,3.5,4.1,3.5,4.1,"['""Very honest in terms of handling the cases related to sexual harassment or any."" (in 1 reviews)', '""This Consultancy is Good in Terms Of quickly arranging interviews, quick feedback from the clients and good HR And Management Policies In terms of clearly dictating and communicating the things to the employee."" (in 1 reviews)', -1, -1, -1]","['""No Company Benefits, No Bonus, Very Less PL and CL."" (in 1 reviews)', '""Fixed Salary."" (in 1 reviews)', -1, -1, -1]"
43,Applications/Systems Programmer (Windows AD/Cyberark),"TRINITY CONSULTING SERVICES PTE. LTD.
4.1",4.1,"Minimum 8-10 years of experience in managing Active Directory, including 5+ years working experience administering CyberArk.
Expertise in Active Directory, Forest and Domain Policy implementations.
Knowledge on Active Directory User Services, Lightweight Directory Access Protocol (LDAP).
Experience with Active Directory Migration and consolidation projects.
Knowledge on AD Promotion/Decommission process and procedures, Group Policies Implementation.
Experience with CyberArk operational support including but not limited to safe creation, management, account management, group management.
Experienced with retrieving analytics and reporting from CyberArk.
Show More
Report",Employer Provided Salary:$7K - $11K,Singapore,3.8,3.5,4.1,3.5,4.1,"['""Very honest in terms of handling the cases related to sexual harassment or any."" (in 1 reviews)', '""This Consultancy is Good in Terms Of quickly arranging interviews, quick feedback from the clients and good HR And Management Policies In terms of clearly dictating and communicating the things to the employee."" (in 1 reviews)', -1, -1, -1]","['""No Company Benefits, No Bonus, Very Less PL and CL."" (in 1 reviews)', '""Fixed Salary."" (in 1 reviews)', -1, -1, -1]"
44,Quantitative Technology Director (Analyst Programmer),QUBE RESEARCH & TECHNOLOGIES SINGAPORE PTE. LTD.,-1,"Your future role within QRT
The successful candidate will join the Production Management team based in Singapore providing high-touch user support to the QRT team, which trades across all the major APAC markets. You will be expected to provide prompt user support for investigation & resolution of any system issues impacting front office trading flows. You will liaise with internal and external teams for effective management of QRT trading infrastructure on a day-to-day basis.

Your present skillset
Support of trading infrastructure (Manual trading application, Algorithmic trading platforms, Exchange/FIX connectivity system, and Risk systems)
Show More
Report",Employer Provided Salary:$11K - $23K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
45,Software Engineer - BCG X,"Boston Consulting Group
4.3",4.3,"Who We Are

BCG X is the tech build & design unit of BCG. Turbocharging BCG’s deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technologists, scientists, programmers, engineers, and human-centered designers located across 80+ cities, BCG X builds and designs platforms and software to address the world’s most important challenges and opportunities. Teaming across our practices, and in close collaboration with our clients, our end-to-end global team unlocks new possibilities. Together we’re creating the bold and disruptive products, services, and businesses of tomorrow.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.


Our BCG X teams own the full analytics value-chain end to end: framing new business challenges, designing innovative algorithms, implementing, and deploying scalable solutions, and enabling colleagues and clients to fully embrace AI. Our product offerings span from fully custom-builds to industry specific leading edge AI software solutions.













Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Very good organization, maintain work life balance"" (in 27 reviews)', '""good salaries for all employees"" (in 20 reviews)', '""Benefits are great, insurance is fully covered"" (in 18 reviews)', '""Employee friendly"" (in 15 reviews)', '""Also great opportunities to work with international and multidisciplinary teams"" (in 14 reviews)']","['""bad work life balance though"" (in 27 reviews)', '""Could do better on the salaries"" (in 20 reviews)', '""Smart employees"" (in 15 reviews)', -1, -1]"
